utterance,intent,weight
What movies are playing at Cineplex Odeon Corporation?,SearchScreeningEvent,1
Show the latest animated movies movie times for the nearest movie house,SearchScreeningEvent,1
Find the movie schedule for animated movies close by.,SearchScreeningEvent,1
what time is Bhoot Returns showing at Douglas Theatre Company,SearchScreeningEvent,1
Is A Short Film About Killing at North American Cinemas,SearchScreeningEvent,1
Find time for Hendthighelbedi at the nearest cinema,SearchScreeningEvent,1
Find the schedule for for Corn at eleven A.M. at Loews Cineplex Entertainment.,SearchScreeningEvent,1
What time will the Amco Entertainment  be plying The Teeth of the Tiger,SearchScreeningEvent,1
Find movie schedules for  United Paramount Theatres.,SearchScreeningEvent,1
What animated movies are playing at the closest movie theatre,SearchScreeningEvent,2
Find the schedule for To Shoot an Elephant at the nearest movie theatre.,SearchScreeningEvent,1
find the nearest movie house with Pirates of the 20th Century,SearchScreeningEvent,1
find close by movies movie times,SearchScreeningEvent,1
I need movie schedules,SearchScreeningEvent,2
Show me when and where I can see Song of Summer,SearchScreeningEvent,2
When is Man in Outer Space playing at Megaplex Theatres,SearchScreeningEvent,1
find a movie schedule,SearchScreeningEvent,4
find A Feather in Her Hat at Magic Johnson Theatres,SearchScreeningEvent,1
what is the movie schedules for animated movies nearby,SearchScreeningEvent,1
What animated movies are there nearby?,SearchScreeningEvent,1
"Show me the nearest movies at movie theatre for twenty one o'clock
",SearchScreeningEvent,1
i want to watch Ghosts of the Abyss at Kerasotes Theatres,SearchScreeningEvent,1
CAn I get the the showtimes for The Jade Faced Assassin cinema?,SearchScreeningEvent,1
What time is The Christmas Toy playing at Loews Cineplex,SearchScreeningEvent,1
I want to see the movie schedules for animated movies around here.,SearchScreeningEvent,1
what kind of films are at the closest movie house,SearchScreeningEvent,1
What are the movie times at Goodrich Quality Theaters?,SearchScreeningEvent,1
where is The Cycle playing,SearchScreeningEvent,1
What movie times are there for 5 p.m.?,SearchScreeningEvent,1
Where is the nearest cinema playing Rainbow Eyes that starts in one minute?,SearchScreeningEvent,1
Is Thenaruvi playing at the Douglas Theatre Company in one hour?,SearchScreeningEvent,1
Find movie schedule for animated movies in the area,SearchScreeningEvent,1
Show me the movie schedules for any animated movies playing close by?,SearchScreeningEvent,1
show movies at the nearest movie house,SearchScreeningEvent,1
I'm wondering if I can watch Heyy Babyy at a cinema.,SearchScreeningEvent,1
List movies by movie times in the neighbourhood,SearchScreeningEvent,1
movie schedule at Speakeasy Theaters,SearchScreeningEvent,1
What movies are playing nearby?,SearchScreeningEvent,1
find the closest cinema with animated movies,SearchScreeningEvent,1
What animated movies are playing at the nearest movie theatre?,SearchScreeningEvent,1
Provide me the movie schedules,SearchScreeningEvent,1
I'd like to watch movies at Amco Entertainment,SearchScreeningEvent,1
"find National Amusements with Honey, I Shrunk the Kids",SearchScreeningEvent,1
I need movie times in the area for any type of movies,SearchScreeningEvent,2
Where is the nearest movie theatre I can go watch films today?,SearchScreeningEvent,1
What animated movies are playing AMC Theaters,SearchScreeningEvent,1
What time is Three Cuckoo Clocks playing?,SearchScreeningEvent,1
Show movie times at Kerasotes Theatres,SearchScreeningEvent,1
"What time is Balkan Rhapsodies: 78 Measures of War playing at Malco Theatres?
",SearchScreeningEvent,1
When is Robotix playing?,SearchScreeningEvent,2
show me the schedule of movie The Duchess of Langeais in cinema,SearchScreeningEvent,1
Find the movie schedules for Speakeasy Theaters.,SearchScreeningEvent,1
Show me movie times at the Pacific Theatres for the movie The Hot Rock,SearchScreeningEvent,1
whats the nearest movie house showing animated movies,SearchScreeningEvent,1
find movies nearest to a movie house,SearchScreeningEvent,1
Is Warhead playing at AMC Theaters,SearchScreeningEvent,1
Is Judgment Day: The John List Story playing at Megaplex Theatres?,SearchScreeningEvent,1
What time is Too Young to Marry showing,SearchScreeningEvent,1
When is The Jailbird showing at United Paramount Theatres,SearchScreeningEvent,1
Are there any animated movies playing at the Mann Theatres?,SearchScreeningEvent,1
What time is the nearest cinema playing The Hopes of Blind Alley,SearchScreeningEvent,1
Can I get the movie times for films in the neighborhood?,SearchScreeningEvent,1
What movie theatre has A Matter of Wife... And Death,SearchScreeningEvent,1
what time is The Graduate showing at Caribbean Cinemas,SearchScreeningEvent,1
"What is the movie schedule at Caribbean Cinemas
",SearchScreeningEvent,1
Find the schedule for films at night at Great Escape Theatres.,SearchScreeningEvent,1
Showtimes for the Alamo Drafthouse Cinema for todays movies.,SearchScreeningEvent,1
"what are the movie schedules for Great Escape Theatres
",SearchScreeningEvent,1
find meal time movie times close by for movies,SearchScreeningEvent,1
I'd like to watch The Freckled Fish at 00:47:43 at Magic Johnson Theatres,SearchScreeningEvent,1
i need movie times for movies in the area,SearchScreeningEvent,1
Give me the showtimes for animated movies at the nearest cinema.,SearchScreeningEvent,1
Give me movie times,SearchScreeningEvent,2
find Shanghaï Express,SearchScreeningEvent,1
Find time for the movie schedule ,SearchScreeningEvent,1
"Where is the closest movie theatre playing Yo, robot",SearchScreeningEvent,1
When is Stripped to Kill II: Live Girls playing at the nearest movie house?,SearchScreeningEvent,1
what movies are showing nearby,SearchScreeningEvent,1
Which films are playing at Malco Theatres?,SearchScreeningEvent,1
Find the movie schedules,SearchScreeningEvent,1
find The Watcher at United Paramount Theatres,SearchScreeningEvent,1
When is Percy Jackson playing at the movie theatre?,SearchScreeningEvent,1
what time is Utamaro and His Five Women showing at Alamo Drafthouse Cinema,SearchScreeningEvent,1
Find the schedule for the closest films at a cinema at meal time.,SearchScreeningEvent,1
What movie times are at Bow Tie Cinemas?,SearchScreeningEvent,1
I'd like to see a movies  at the nearest movie house,SearchScreeningEvent,1
Which films are playing at the closest cinema?,SearchScreeningEvent,1
What is the movie schedule in five minutes for movies playing in the neighborhood ,SearchScreeningEvent,1
I want the nearest movie house with The Debtors,SearchScreeningEvent,1
List the movie schedule for Regal Entertainment Group theater.,SearchScreeningEvent,2
Find the schedule for animated movies in the neighborhood.,SearchScreeningEvent,1
"Where is the closest cinema playing A Drink in the Passage
",SearchScreeningEvent,1
Where is The Wilderness Trail playing,SearchScreeningEvent,1
find a movie theatre with Life and Death,SearchScreeningEvent,1
Can you provide me with movie schedules for Century Theatres?,SearchScreeningEvent,1
What time does The Maze start at Cineplex Odeon Corporation,SearchScreeningEvent,1
Please find the movie schedule for animated movies playing in the neighbourhood ,SearchScreeningEvent,1
when is Our Story showing next at North American Cinemas,SearchScreeningEvent,1
What time is The Graduates of Malibu High playing at Cobb Theatres,SearchScreeningEvent,1
Fine a movie schedule.,SearchScreeningEvent,1
Can i get todays showtimes for Le Flic de Beverly Hills 2?,SearchScreeningEvent,1
Can I get The Marine 2 showtimes.,SearchScreeningEvent,1
Where is Mother and Child plkaying,SearchScreeningEvent,1
Is You Will Meet a Tall Dark Stranger at Bow Tie Cinemas,SearchScreeningEvent,1
What time is Sundown: The Vampire in Retreat showing,SearchScreeningEvent,1
"What animated movies are playing at KB Theatres
",SearchScreeningEvent,1
What movie schedule are in the area for animated movies,SearchScreeningEvent,1
show movie schedules for Fox Theatres,SearchScreeningEvent,1
what animated movies are showing in the area ,SearchScreeningEvent,1
i want to see some movies in a B&B Theatres,SearchScreeningEvent,2
What are the movie times at the Malco Theatres?,SearchScreeningEvent,1
What films are showing in the neighbourhood?,SearchScreeningEvent,1
find movie schedules for Loews Cineplex,SearchScreeningEvent,1
Show me the nearest movie house showing The Luckiest Girl in the World,SearchScreeningEvent,1
What time is The Cobbler playing  at the closest movie theatre?,SearchScreeningEvent,1
can i have the movie schedule for IMAX Corporation,SearchScreeningEvent,1
what are the movie times for United Paramount Theatres,SearchScreeningEvent,1
Find the schedule for Better This World at a movie house.,SearchScreeningEvent,1
give me the movie schedule at Santikos Theatres,SearchScreeningEvent,1
Find movie times.,SearchScreeningEvent,6
Can I get the movie schedule for 8 a.m.?,SearchScreeningEvent,1
What films are showing in the area?,SearchScreeningEvent,1
What time is The Daring Dobermans playing,SearchScreeningEvent,1
I'm looking for a movie schedule at the Cooper Foundation.,SearchScreeningEvent,1
What is the closest movie house  playing films,SearchScreeningEvent,1
what is the nearest movie house showing animated movies,SearchScreeningEvent,1
What is the movie schedule for films that are playing nearby in 15 minutes,SearchScreeningEvent,1
What movies are currently at Star Theatres?,SearchScreeningEvent,1
when can iw atch Great Balls of Fire! - Vampate di fuoco,SearchScreeningEvent,1
Find the schedule for Metallica Through the Never.,SearchScreeningEvent,2
what animated movies are at the nearest cinema,SearchScreeningEvent,1
movie times at Warren Theatres,SearchScreeningEvent,1
I need a schedule for the cinema that is showing The Shiralee,SearchScreeningEvent,1
When can I see Journey to the End of the Night?,SearchScreeningEvent,1
What time is The Taking of Pelham 1 2 3 playing at the movie theatre,SearchScreeningEvent,1
What time is The Burning Season playing,SearchScreeningEvent,1
Is Love Coach playing at Speakeasy Theaters?,SearchScreeningEvent,1
Find the schedule for Kingsman: The Secret Service at a movie theatre.,SearchScreeningEvent,1
What time is Always Brando showing,SearchScreeningEvent,1
Show the movie schedule,SearchScreeningEvent,4
What's on the movie schedules at Amco Entertainment?,SearchScreeningEvent,1
I'm wondering when I can see Beating Heart at the nearest cinema.,SearchScreeningEvent,1
Check films screened at the closest cinema,SearchScreeningEvent,1
I want to know the animated movies playing at Malco Theatres,SearchScreeningEvent,1
what time is The Dungeonmaster playing at AMC Theaters,SearchScreeningEvent,1
Is Lord Jim at the movie house,SearchScreeningEvent,1
I want a list of showings of Days of Fire at Harkins Theatres,SearchScreeningEvent,1
"I'm looking for movie times, search movies close by that start at 11:12.",SearchScreeningEvent,1
What time is the Wanda Group playing The Honor of an Outlaw,SearchScreeningEvent,1
show movie times for animated movies nearby,SearchScreeningEvent,1
fimd films around here,SearchScreeningEvent,1
What local movie house is playing Beat the Drum,SearchScreeningEvent,1
What film is playing at Landmark Theatres,SearchScreeningEvent,1
Find the movie schedule for animated movies in the neighborhood.,SearchScreeningEvent,2
What movie times are Harkins Theatres,SearchScreeningEvent,1
FInd the movie schedule for nearby movies.,SearchScreeningEvent,1
Find the schedule for Tube at the closest movie theatre.,SearchScreeningEvent,1
Show me the movie times for animated movies that are in theaters close by,SearchScreeningEvent,2
find a brunch time cinema nearest with The President Is Coming,SearchScreeningEvent,1
When is Purple Heart scheduled at the nearest movie house?,SearchScreeningEvent,1
What animated movies are playing now in the neighborhood ,SearchScreeningEvent,1
When will the Santikos Theatres be showing animated movies,SearchScreeningEvent,1
What is the movie schedule right now for movies around here,SearchScreeningEvent,1
Where will The Blonde from Peking be playing,SearchScreeningEvent,2
When can I see Salaam-e-Ishq: A Tribute To Love at B&B Theatres?,SearchScreeningEvent,1
find a movie house with Ulterior Motive that is closest,SearchScreeningEvent,1
Which movie theatre is playing The Good Guys and the Bad Guys?,SearchScreeningEvent,1
What times will The Young Swordsman be showing at a local cinema?,SearchScreeningEvent,1
what's the closest movie house showing Night in May,SearchScreeningEvent,1
Please find me the nearest cinema playing Foreign Intrigue.,SearchScreeningEvent,1
Where and when is This Is England playing,SearchScreeningEvent,1
what time is The Rocketeer showing,SearchScreeningEvent,1
what's the closest movie theatre that is playing films,SearchScreeningEvent,1
find movies that are nearby,SearchScreeningEvent,1
What movie theatre is playing Shed No Tears,SearchScreeningEvent,1
Find the movie schedule for ArcLight Hollywood.,SearchScreeningEvent,2
Can I get the newest listings for movies at Harkins Theatres,SearchScreeningEvent,1
What time is Pussyfoot playing at Pacific Theatres?,SearchScreeningEvent,1
Find the movie schedule for Cooper Foundation.,SearchScreeningEvent,1
Tell me when Howling II: Your Sister Is a Werewolf is playing.,SearchScreeningEvent,2
What time is Southern Theatres showing Ukraine Is Not a Brothel?,SearchScreeningEvent,1
show the schedule of movie times,SearchScreeningEvent,1
find Worldly Goods starting now at a movie house,SearchScreeningEvent,1
What is Dear Old Girl Cooper Foundation,SearchScreeningEvent,1
Which animated movies are playing today at KB Theatres?,SearchScreeningEvent,1
What time are films showing in the neighborhood,SearchScreeningEvent,1
What are some movies playing in the neighbourhood?,SearchScreeningEvent,1
List movie times at General Cinema Corporation,SearchScreeningEvent,1
Can you bring up the movie schedule for ArcLight Hollywood?,SearchScreeningEvent,1
Is Live from Sturgis 2006 playing at four o'clock at the nearest cinema?,SearchScreeningEvent,1
what movie theatre closest to me is playing animated movies and when,SearchScreeningEvent,1
what animated movies are at Cobb Theatres,SearchScreeningEvent,1
Find the schedule for Idols of Clay at a movie house.,SearchScreeningEvent,1
What are the movie schedules,SearchScreeningEvent,6
Is Rio Belongs to Us playing at the movie house closest to me,SearchScreeningEvent,1
give me the movie times for Fox Theatres,SearchScreeningEvent,1
When can I watch Prince Daewon at movie house?,SearchScreeningEvent,1
find the nearest animated movies at a movie theatre,SearchScreeningEvent,1
When is Sea of Fear being shown at the closest movie theatre?,SearchScreeningEvent,1
What films are there playing at Cobb Theatres?,SearchScreeningEvent,1
find Kebab Connection,SearchScreeningEvent,1
I need a list of Mann Theatres films that are playing,SearchScreeningEvent,1
find the nearest movie house showing Dangers of the Canadian Mounted,SearchScreeningEvent,1
Does AMC Theatres have movie schedules out?,SearchScreeningEvent,1
What are the movie times for animated movies nearby?,SearchScreeningEvent,1
What film is playing nearby,SearchScreeningEvent,2
what movie house is showing Sherlock Holmes and the Secret Weapon,SearchScreeningEvent,1
What is the movie schedule looking like,SearchScreeningEvent,1
What is the movie schedules for movies in the neighbourhood,SearchScreeningEvent,1
Is And the Ship Sails On playing at Douglas Theatre Company 1 minute from now?,SearchScreeningEvent,1
I'd like to see movie times please.,SearchScreeningEvent,1
What is the closest movie theatre showing In Pursuit of Honor?,SearchScreeningEvent,1
What are the movie times of films in the neighbourhood,SearchScreeningEvent,1
"Is The Belles of St. Clements playing at Star Theatres in 8 minutes?
",SearchScreeningEvent,1
Please provide me with movie schedules.,SearchScreeningEvent,1
find a movie house closest with animated movies,SearchScreeningEvent,1
I'd like to watch films at the closest movie theatre ,SearchScreeningEvent,1
Check the movie schedule for Wanda Group,SearchScreeningEvent,1
find Italy Has Awakened at a Goodrich Quality Theaters,SearchScreeningEvent,1
What is the movie schedules at Consolidated Theatres,SearchScreeningEvent,1
Whaere is Bloody Bloody Bible Camp playing in the cinema,SearchScreeningEvent,1
Show me a movie schedule.,SearchScreeningEvent,1
find a United Paramount Theatres and movie times at 4 A.M.,SearchScreeningEvent,1
in the neighbourhood find movies,SearchScreeningEvent,2
Show movie schedules for Douglas Theatre Company,SearchScreeningEvent,1
What are the current showtimes for Love Fiction?,SearchScreeningEvent,1
She me what movies are playing at 1 o'clock at the nearest movie theatre,SearchScreeningEvent,1
Which films are playing in the neighbourhood?,SearchScreeningEvent,1
I'm looking to watch Savage Grace at Showcase Cinemas at thirteen o'clock.,SearchScreeningEvent,1
Which films are playing at the closest movie house?,SearchScreeningEvent,1
Find the movie schedule for close by films.,SearchScreeningEvent,1
Find movie times for B&B Theatres.,SearchScreeningEvent,1
I want to see the movie schedule for KB Theatres.,SearchScreeningEvent,1
Can you give me a list of films at Cinemark Theatres?,SearchScreeningEvent,1
IS Anti-Semitism in the 21st Century: The Resurgence playing now,SearchScreeningEvent,1
She me the movie schedule for animated movies at the place nearby,SearchScreeningEvent,1
Where is the nearest movie house that is playing Sirivantha,SearchScreeningEvent,2
what time can i see The Conflicts of Life,SearchScreeningEvent,1
find films closest to a cinema,SearchScreeningEvent,1
I'm looking for local movie schedules.,SearchScreeningEvent,1
Show movie schedules with movies in the neighborhood,SearchScreeningEvent,1
What are the movie times for Megaplex Theatres,SearchScreeningEvent,1
Find movie times for close by movies.,SearchScreeningEvent,1
Find me the movie times for the Alamo Drafthouse Cinema,SearchScreeningEvent,1
Give me the movie schedule for the Great Escape Theatres,SearchScreeningEvent,1
When is Game in the Sand playing at the movie house?,SearchScreeningEvent,1
What time are the movie schedules,SearchScreeningEvent,1
I'd like to see movie times at Santikos Theatres,SearchScreeningEvent,1
Show movie schedule and movies in the area,SearchScreeningEvent,1
Are any films play at the Santikos Theatres,SearchScreeningEvent,2
Find movie schedules for Bow Tie Cinemas.,SearchScreeningEvent,2
Find the movie schedules for animated movies nearby at 09:44 am.,SearchScreeningEvent,1
what time is The World According to John Coltrane playing,SearchScreeningEvent,1
What movie theatre is the closest that is playing Cheat You Fair: The Story of Maxwell Street right now,SearchScreeningEvent,1
show movie schedules for animated movies playing close by now,SearchScreeningEvent,1
Find films available at Cooper Foundation,SearchScreeningEvent,1
in 1 hour and 1 minute find a cinema nearest for films,SearchScreeningEvent,1
I want a list of films that are going to be shown in the neighborhood.,SearchScreeningEvent,1
What are the local movie times,SearchScreeningEvent,1
Which movies are playing at B&B Theatres at 2 pm?,SearchScreeningEvent,1
find Manthra Mothiram at Century Theatres,SearchScreeningEvent,1
what movie theatre is showing Titanic: The Legend Goes On,SearchScreeningEvent,1
I need current movie schedules.,SearchScreeningEvent,1
what animated movies are in the area,SearchScreeningEvent,1
Where and when can I see The Image Makers,SearchScreeningEvent,1
find a Cineplex Odeon Corporation showing movies,SearchScreeningEvent,1
what films are showing around here,SearchScreeningEvent,1
When is Twentynine Palms playing at Plitt Theatres?,SearchScreeningEvent,1
is The Sleeping Beauty playing at 8 A.M.  at Cobb Theatres,SearchScreeningEvent,1
When is Dead Birds playing?,SearchScreeningEvent,1
What's the movie schedule for films in the neighbourhood,SearchScreeningEvent,1
Give me the schedule for Getting There: Sweet 16 and Licensed to Drive,SearchScreeningEvent,1
what time is Twin Peaks: Fire Walk with Me showing,SearchScreeningEvent,1
What are the movie schedules for movies around here?,SearchScreeningEvent,1
What time is Phil Ochs: There but for Fortune playing at the movie house,SearchScreeningEvent,1
I'd like to watch Wish You Were Dead,SearchScreeningEvent,1
Can I watch The Sound of War in thirteen minutes at the nearest cinema,SearchScreeningEvent,1
What films are playing at Goodrich Quality Theaters,SearchScreeningEvent,1
What are the movie times for movies in the area?,SearchScreeningEvent,1
what is the movie schedule of animated movies in the area ,SearchScreeningEvent,1
"What films and movie schedules are in the neighborhood
",SearchScreeningEvent,1
What is the closest movie theatre that is playing Moment to Moment?,SearchScreeningEvent,1
Can I see the movie schedules nineteen minutes from now?,SearchScreeningEvent,1
showings for animated movies in the area ,SearchScreeningEvent,1
What are the movies scheduled to play at General Cinema Corporation,SearchScreeningEvent,1
Is The Man Who Won playing at 6 P.M.?,SearchScreeningEvent,1
in the neighbourhood find movies starting in thirteen hours,SearchScreeningEvent,1
What movie times are there at ArcLight Hollywood,SearchScreeningEvent,1
List movie schedules at Showcase Cinemas,SearchScreeningEvent,1
When is Cooper Foundation on the movie schedule?,SearchScreeningEvent,1
When is Lake City playing at Dipson Theatres?,SearchScreeningEvent,1
What is the movie schedules for the movies nearby playing 23 seconds from now,SearchScreeningEvent,1
What is the nearest cinema showing Love in Mandya?,SearchScreeningEvent,1
Find the movie times at Consolidated Theatres.,SearchScreeningEvent,1
What time is Truth About Kerry playing at movie house,SearchScreeningEvent,1
Can you let me know when Talk of the Devil is playing at the movie theatre?,SearchScreeningEvent,1
When is The Pirate Fairy playing at AMC Theaters?,SearchScreeningEvent,1
What are the movie times at General Cinema Corporation,SearchScreeningEvent,1
Find the movie schedule for animated movies in the neighbourhood.,SearchScreeningEvent,1
When is Sins of the Fathers playing?,SearchScreeningEvent,1
find a movie theatre with Beware of Bachelors,SearchScreeningEvent,1
Check the movie schedules.,SearchScreeningEvent,1
Can you let me know the films that are on the movie schedules in the area at noon?,SearchScreeningEvent,1
What time is A Man for Burning playing,SearchScreeningEvent,2
Please show me the closest movie house playing Wild on the Beach in 1 minute.,SearchScreeningEvent,1
what animated movies are playing at the closest movie house,SearchScreeningEvent,1
What time does Lilacs in the Spring play at the closest movie house,SearchScreeningEvent,1
whats the movie schedules for animated movies close by,SearchScreeningEvent,1
show movies in United Paramount Theatres,SearchScreeningEvent,1
Which films are playing close by?,SearchScreeningEvent,1
find animated movies close by with a movie schedule,SearchScreeningEvent,2
where is Ennarukil Nee Irunthal playing,SearchScreeningEvent,1
What is the movie schedule for today?,SearchScreeningEvent,1
what are the movies movie times nearby,SearchScreeningEvent,1
Where can I find movie schedules,SearchScreeningEvent,1
Is The Passion of Anna playing four seconds from now at the cinema,SearchScreeningEvent,1
What time is 26 Years Diary showing in the movie house?,SearchScreeningEvent,1
find a cinema nearest with Sulle Sathya,SearchScreeningEvent,1
find Invisible Child at Southern Theatres,SearchScreeningEvent,1
Give me the movie schedules for Neighborhood Cinema Group,SearchScreeningEvent,1
give me a list showtimes for The Night of Taneyamagahara ,SearchScreeningEvent,1
I need a movie schedule for nearby animated movies,SearchScreeningEvent,1
show movie schedule for animated movies in the neighborhood,SearchScreeningEvent,1
Where Can I watch Chaos and Desire?,SearchScreeningEvent,1
what is the schedule for The Fox and the Child in cinema,SearchScreeningEvent,1
When will the Blonde Ambition be playing,SearchScreeningEvent,1
List movie schedules for movies playing close by,SearchScreeningEvent,1
Can I get the movie schedules for Megaplex Theatres?,SearchScreeningEvent,1
What movie theatre is playing The Missing Picture,SearchScreeningEvent,1
Is Liberator playing at the IMAX Corporation at 11?,SearchScreeningEvent,1
Which is the nearest cinema showing A Cooler Climate that starts now?,SearchScreeningEvent,1
find Dickinson Theatres showing From Bondage to Freedom,SearchScreeningEvent,1
find Plitt Theatres now showing Poverty and Nobility,SearchScreeningEvent,1
Give me the current showtimes for Tarass Boulba.,SearchScreeningEvent,1
Please find movie schedules,SearchScreeningEvent,1
What time are movies showing at Megaplex Theatres,SearchScreeningEvent,1
Where can I find Paranormal Activity 3 playing near me 1 hour from now,SearchScreeningEvent,1
What films are there being played at Megaplex Theatres?,SearchScreeningEvent,1
is Young Policemen In Love at the local movie theatre,SearchScreeningEvent,1
I want to see movie schedules at Plitt Theatres.,SearchScreeningEvent,1
Is The Right to Strike playing at Star Theatres,SearchScreeningEvent,1
find Partners in Action at Dickinson Theatres,SearchScreeningEvent,1
I'd like to see local movie times.,SearchScreeningEvent,1
What time is A Battle of Wits starting?,SearchScreeningEvent,1
show me the schedule of Letters from a Porcupine in Alamo Drafthouse Cinema,SearchScreeningEvent,1
Please give me the movie schedules.,SearchScreeningEvent,1
what's the closest movie house showing The Legend of Ben Hall,SearchScreeningEvent,1
Find me the nearest cinema that have movies starting right now.,SearchScreeningEvent,1
I'd like to watch movies at the nearest movie house,SearchScreeningEvent,1
Find the movie schedule for animated movies in the area.,SearchScreeningEvent,2
find Alamo Drafthouse Cinema with animated movies,SearchScreeningEvent,1
Find the movie schedule for Dipson Theatres.,SearchScreeningEvent,1
Can I get the newest movie schedule in the area  for animated movies?,SearchScreeningEvent,1
Find the schedule for animated movies in the area.,SearchScreeningEvent,1
What is the movie schedule at Loews Cineplex Entertainment,SearchScreeningEvent,1
find a cinema nearest for films,SearchScreeningEvent,1
What movies are currently playing at the Caribbean Cinemas,SearchScreeningEvent,1
I'd like to watch films anywhere nearby,SearchScreeningEvent,1
Where is the nearest cinema that has Southside 1-1000?,SearchScreeningEvent,1
What are the movie schedules at Loews Cineplex Entertainment,SearchScreeningEvent,1
What times will animated movies be showing nearby?,SearchScreeningEvent,1
When are the movie schedules,SearchScreeningEvent,1
Is The Missing Clerk playing,SearchScreeningEvent,1
what's the nearest movie house showing Women Who Fall by the Wayside,SearchScreeningEvent,1
What is the movie schedule for the B&B Theatres,SearchScreeningEvent,1
Give me some info on when Hands Across the Border will be laying at the cinema.,SearchScreeningEvent,1
Please check whether any animated movies will be running in the area around 04:34:15 PM.,SearchScreeningEvent,1
What animated movies are playing at the Magic Johnson Theatres,SearchScreeningEvent,1
What films are at the nearest movie theatre,SearchScreeningEvent,1
Is The Divine Jetta at Marcus Corporation,SearchScreeningEvent,1
What movies are playing in the neighborhood,SearchScreeningEvent,1
When is The Naked Eye playing at the closest movie theatre,SearchScreeningEvent,1
Find the schedule for for close by movies.,SearchScreeningEvent,1
Tell me the movie schedules,SearchScreeningEvent,1
what's the nearest movie house showing films,SearchScreeningEvent,1
What time can I watch Son of Rambow Tonight at Fox Theatres,SearchScreeningEvent,1
Which movie house is playing Snow in the Desert today?,SearchScreeningEvent,1
I want to know the films playing at the closest movie house.,SearchScreeningEvent,1
Where the The Housemaid playing and when,SearchScreeningEvent,1
Find the schedule for movies at Harkins Theatres.,SearchScreeningEvent,1
Are any animated movies playing at Magic Johnson Theatres?,SearchScreeningEvent,1
Is the film Goodrich Quality Theaters playing at 12:26 AM?,SearchScreeningEvent,1
Which cinema is currently showing The Youngest Profession?,SearchScreeningEvent,1
Is Mentioned in Confidence at the cinema,SearchScreeningEvent,1
Please tell me the movie times  ,SearchScreeningEvent,1
What cinema is playing The White Stadium?,SearchScreeningEvent,1
find Noon movie times at IMAX Corporation,SearchScreeningEvent,1
what is the movie schedule for the Cooper Foundation,SearchScreeningEvent,1
What time is The Face in the Moonlight showing?,SearchScreeningEvent,1
find animated movies movie schedule in the neighborhood,SearchScreeningEvent,1
What are the movie schedules for films in the area?,SearchScreeningEvent,1
What are the morning movie schedules for movies in the neighborhood?,SearchScreeningEvent,1
Recite the movie schedule.,SearchScreeningEvent,2
Tell me what animated movies are being played at the closest movie house at 01:19:00 AM,SearchScreeningEvent,1
Is The Love Guru playing ,SearchScreeningEvent,2
find Now and Forever,SearchScreeningEvent,1
Can I get the movie schedules  for Loews Cineplex in six hours seventeen minutes and eighteen seconds.,SearchScreeningEvent,1
Can I watch Flower and Snake at movie house in one hour from now?,SearchScreeningEvent,1
I'd like to know what movies are on the movie schedules nearby.,SearchScreeningEvent,1
What time is The Lottery Man playing?,SearchScreeningEvent,1
What is the movie schedule 1 second from now,SearchScreeningEvent,1
What's the closest movie house that's showing animated movies?,SearchScreeningEvent,1
What animated movies are playing at the closest cinema,SearchScreeningEvent,1
What time is The Mourner playing at the movie house?,SearchScreeningEvent,1
Is the start eim 23 hours twenty one minutes and one second from now for Morgan – A Suitable Case for Treatment at Santikos Theatres,SearchScreeningEvent,1
Find the schedule for movie times.,SearchScreeningEvent,1
I'd like to know the movie times for movies nearby me,SearchScreeningEvent,1
Which movies are showing at Southern Theatres?,SearchScreeningEvent,1
when is Red Shirts showing at Dickinson Theatres,SearchScreeningEvent,1
Please check the movie schedule,SearchScreeningEvent,1
Is Convoy Busters playing,SearchScreeningEvent,1
"What time is Careful, He Might Hear You playing at the cinema",SearchScreeningEvent,1
Find the movie schedules for Consolidated Theatres.,SearchScreeningEvent,1
Find the schedule for Ghost World.,SearchScreeningEvent,1
find movies around here with movie schedules,SearchScreeningEvent,1
What is the nearest cinema playing Romance of the Limberlost,SearchScreeningEvent,1
Can i get the showtimes for films at Dickinson Theatres?,SearchScreeningEvent,1
What is the movie schedule near me?,SearchScreeningEvent,1
"What time is Atlantis, terre engloutie playing?",SearchScreeningEvent,1
show me the schedule of films in the neighbourhood,SearchScreeningEvent,1
give me the movie times for movies showing in the neighborhood ,SearchScreeningEvent,1
list movies  in the neighbourhood,SearchScreeningEvent,1
Give me the movie times at Goodrich Quality Theaters.,SearchScreeningEvent,1
Find the movies and movie times in the neighbourhood ,SearchScreeningEvent,1
"what films are playing at the closest movie house ar
 elevenses",SearchScreeningEvent,1
Please show me the films playing at Loews Cineplex Entertainment.,SearchScreeningEvent,1
What's the closest cinema playing Chuckys Baby now?,SearchScreeningEvent,1
Is Hollows Grove playing at any movie theatre at ten pm?,SearchScreeningEvent,1
show me the movie schedule in the area near my home at seven AM for animated movies,SearchScreeningEvent,1
Show me movie times,SearchScreeningEvent,3
Find the movie times for films in the area.,SearchScreeningEvent,1
find the closest movie theatre with films,SearchScreeningEvent,1
What is the movie schedule for movies close by,SearchScreeningEvent,2
Find the schedule for Central Airport at the closest movie theatre.,SearchScreeningEvent,1
give me the movie schedules for Warren Theatres,SearchScreeningEvent,1
which is the nearest movie house playing The Diary of Anne Frank,SearchScreeningEvent,1
Show me the movie schedule for movies opening today close by,SearchScreeningEvent,1
